state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare,place_category,estimated_visits,popularity_score,best_season_to_visit,crowd_level,synthetic_review,sentiment_score,experience_score,item_id
Delhi,Delhi,Shopping at Sarojini Nagar,28.5740324,77.1990669,Shopping & Markets,4.2,0,Urban,23842,2.778403646,October to March,High,Shopping at Sarojini Nagar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343180729,617
Uttar Pradesh,Varanasi,Puran Das Road,25.3176452,82.9739144,Sightseeing & Exploration,4.6,0,Urban,25917,3.040892848,October to March,High,Puran Das Road is a highly recommended urban destination with an excellent overall experience.,0.29,3.34317857,618
Tamil Nadu,Kodaikanal,La Saleth Church,10.2103444,77.3959592,Religious & Spiritual Pilgrimages,4.6,0,Religious,25913,3.040849496,October to March,High,La Saleth Church is a highly recommended religious destination with an excellent overall experience.,0.29,3.343169899,619
Kerala,Thiruvanthapuram,Veli Lake Tourist Village,8.5107183,76.9581858,Sightseeing & Exploration,4.2,0,Urban,23837,2.778349455,October to March,High,Veli Lake Tourist Village is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343169891,620
Maharashtra,Aurangabad,Bibi ka Maqbara,19.9006246,75.319353,Cultural & Heritage Sites,4.2,0,Urban,23832,2.778295264,October to March,High,Bibi ka Maqbara  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343159053,621
Goa,Goa,Chapora Fort,15.5733497,73.7409781,Cultural & Heritage Sites,4.2,0,Urban,23830,2.778273588,October to March,High,Chapora Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343154718,622
Daman and Diu,Daman,Nani Daman market,20.4148699,72.8353005,Shopping & Markets,4.2,0,Urban,23818,2.77814353,October to March,High,Nani Daman market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343128706,623
Uttar Pradesh,Agra,Fatehpur Sikri,27.0945291,77.6679292,Cultural & Heritage Sites,4.6,0,Urban,25890,3.040600218,October to March,High,Fatehpur Sikri is a highly recommended urban destination with an excellent overall experience.,0.29,3.343120044,624
Karnataka,Bangalore,MG Road,12.582568,77.364279,Sightseeing & Exploration,4.2,0,Urban,23810,2.778056825,October to March,High,MG Road is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343111365,625
Himachal Pradesh,Kullu,Cycling from Manu Temple,32.257042,77.1760523,Adventure & Outdoor Activities,4.6,0,Urban,25878,3.04047016,October to March,High,Cycling from Manu Temple is a highly recommended urban destination with an excellent overall experience.,0.29,3.343094032,626
Uttarakhand,Uttarkashi,Kedar Tal,30.9098968,78.9581673,Adventure & Outdoor Activities,4.6,0,Urban,25877,3.040459322,October to March,High,Kedar Tal is a highly recommended urban destination with an excellent overall experience.,0.29,3.343091864,627
Odisha,Cuttack,Odisha State Maritime museum,20.4789263,84.8535844,"Arts, Science & Literature Attractions",4.2,0,Urban,23784,2.777775032,October to March,High,Odisha State Maritime museum is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.343055006,628
Maharashtra,Nashik,Trimbakeshwar Jyotirling Mandir,19.9322605,73.5307877,Religious & Spiritual Pilgrimages,4.6,0,Religious,25847,3.040134177,October to March,High,Trimbakeshwar Jyotirling Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.343026835,629
Ladakh,Diskit,Panamik village,34.7983858,77.5246795,Sightseeing & Exploration,4.6,0,Urban,25843,3.040090824,October to March,High,Panamik village is a highly recommended urban destination with an excellent overall experience.,0.29,3.343018165,630
Uttar Pradesh,Allahabad,Anand Bhawan,25.4605342,81.8598312,"Arts, Science & Literature Attractions",4.6,0,Urban,25803,3.039657297,October to March,High,Anand Bhawan is a highly recommended urban destination with an excellent overall experience.,0.29,3.342931459,631
Andhra Pradesh,Visakhapatnam,Submarine Museum,15.9128998,79.7399875,Sightseeing & Exploration,4.6,0,Urban,25797,3.039592268,October to March,High,Submarine Museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.342918454,632
Uttarakhand,Nainital,Naina Devi temple,31.3064166,76.5358173,Religious & Spiritual Pilgrimages,4.6,0,Religious,25774,3.03934299,October to March,High,Naina Devi temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342868598,633
Kerala,Thiruvanthapuram,Attukal Bhagwathy Temple,9.9657787,76.2421147,Religious & Spiritual Pilgrimages,4.6,0,Religious,25772,3.039321314,October to March,High,Attukal Bhagwathy Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342864263,634
Puducherry,Puducherry,Saram China market,11.9408006,79.8121041,Shopping & Markets,4.2,0,Urban,23680,2.776647862,October to March,High,Saram China market  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342829572,635
Karnataka,Mangalore,Kukke Shree Subrahmanya Temple,12.6636275,75.6158479,Religious & Spiritual Pilgrimages,4.6,0,Religious,25725,3.03881192,October to March,High,Kukke Shree Subrahmanya Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342762384,636
Himachal Pradesh,Manali,Hidimba Devi Temple,32.2483526,77.1815727,Religious & Spiritual Pilgrimages,4.6,0,Religious,25724,3.038801082,October to March,High,Hidimba Devi Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342760216,637
Gujarat,Bhuj,White Desert,23.2187507,69.73645,Natural Landscapes & Wildlife,4.6,0,Wildlife,25695,3.038486775,November to April,High,White Desert is a highly recommended wildlife destination with an excellent overall experience.,0.29,3.342697355,638
Uttarakhand,Nainital,Shop at Tibetan  market,29.3893,79.4539,Shopping & Markets,4.2,0,Urban,23615,2.775943381,October to March,High,Shop at Tibetan  market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342688676,639
Rajasthan,Jaipur,Amber Palace,28.6270547,77.2166267,Cultural & Heritage Sites,4.6,0,Urban,25674,3.038259173,October to March,High,Amber Palace is a highly recommended urban destination with an excellent overall experience.,0.29,3.342651835,640
Uttar Pradesh,Allahabad,Civil Lines shopping area,25.4529334,81.8348882,Shopping & Markets,4.2,0,Urban,23592,2.775694103,October to March,High,Civil Lines shopping area is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342638821,641
Delhi,Delhi,Chandni Chowk,28.6505331,77.230337,Shopping & Markets,4.2,0,Urban,23565,2.775401473,October to March,High,Chandni Chowk is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342580295,642
West Bengal,Kolkata,Ganga aarti,22.5578858,88.3511268,Religious & Spiritual Pilgrimages,4.6,0,Religious,25608,3.037543854,October to March,High,Ganga aarti is a highly recommended religious destination with an excellent overall experience.,0.29,3.342508771,643
Karnataka,Bijapur,Bara Kaman,16.8303151,75.7182706,Cultural & Heritage Sites,4.2,0,Urban,23525,2.774967946,October to March,High,Bara Kaman is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342493589,644
Rajasthan,Ajmer,Khwaja Gharib Nawaz Dargah,26.4745925,74.6195474,Religious & Spiritual Pilgrimages,4.6,0,Religious,25590,3.037348767,October to March,High,Khwaja Gharib Nawaz Dargah  is a highly recommended religious destination with an excellent overall experience.,0.29,3.342469753,645
West Bengal,Kolkata,St.Pauls Cathedral,22.5455141,88.3473163,Religious & Spiritual Pilgrimages,4.2,0,Religious,23514,2.774848726,October to March,High,St.Pauls Cathedral is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.342469745,646
Gujrat,Dwarka,Rukmini Devi Mandir,22.2441975,68.9684562,Religious & Spiritual Pilgrimages,4.6,0,Religious,25588,3.037327091,October to March,High,Rukmini Devi Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.342465418,647
Maharastra,Mumbai,"Shopping at Linking road, Bandra",19.0642357,72.8349124,Shopping & Markets,4.2,0,Urban,23496,2.774653639,October to March,High,"Shopping at Linking road, Bandra is a popular urban place offering a pleasant and enjoyable visit.",0.458333333,3.342430728,648
Uttarakhand,Haridwar,Ganga arti at Har-ki-Pauri ghat,29.9573607,78.1749687,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.6,0,Religious,25539,3.03679602,October to March,High,Ganga arti at Har-ki-Pauri ghat is a highly recommended religious destination with an excellent overall experience.,0.29,3.342359204,649
Madhya Pradesh,Jabalpur,Madan Mahal Fort,23.1484693,79.9016654,Cultural & Heritage Sites,4.2,0,Urban,23447,2.774122569,October to March,High,Madan Mahal Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342324514,650
Uttar Pradesh,Vrindavan,Prem Mandir,27.5718524,77.6720096,Religious & Spiritual Pilgrimages,4.6,0,Religious,25520,3.036590095,October to March,High,Prem Mandir  is a highly recommended religious destination with an excellent overall experience.,0.29,3.342318019,651
Odisha,Berhampur,Tara Tarini Temple,19.3149618,84.7940911,Religious & Spiritual Pilgrimages,4.6,0,Religious,25507,3.036449199,October to March,High,Tara Tarini Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.34228984,652
Andhra Pradesh,Vijayawada,Bapu museum,16.5076521,80.6277072,"Arts, Science & Literature Attractions",4.6,0,Urban,25504,3.036416684,October to March,High,Bapu museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.342283337,653
Uttar Pradesh,Allahabad,Katra Shopping area,25.46962455,81.85626501,Shopping & Markets,4.6,0,Urban,25494,3.036308303,October to March,High,Katra Shopping area is a highly recommended urban destination with an excellent overall experience.,0.29,3.342261661,654
Gujarat,Ahmedabad,Sabarmati Ashram,23.0572846,72.6872617,Cultural & Heritage Sites,4.6,0,Urban,25493,3.036297464,October to March,High,Sabarmati Ashram is a highly recommended urban destination with an excellent overall experience.,0.29,3.342259493,655
Madhya Pradesh,Ujjain,Ram Ghat,23.1871,75.7644,Sightseeing & Exploration,4.6,0,Urban,25492,3.036286626,October to March,High,Ram Ghat is a highly recommended urban destination with an excellent overall experience.,0.29,3.342257325,656
Odisha,Balasore,Kshirachora Gopinatha Temple,21.5378777,85.5569556,Religious & Spiritual Pilgrimages,4.2,0,Religious,23411,2.773732395,October to March,High,Kshirachora Gopinatha Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.342246479,657
Uttar Pradesh,Aligarh,Rajmangal Publishers,27.9088506,78.1070889,"Arts, Science & Literature Attractions",4.6,0,Urban,25486,3.036221597,October to March,High,Rajmangal Publishers  is a highly recommended urban destination with an excellent overall experience.,0.29,3.342244319,658
Karnataka,Bijapur,Jamiya Masjid,16.8222732,75.7287785,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.2,0,Religious,23396,2.773569822,October to March,High,Jamiya Masjid is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.342213964,659
Tamil Nadu,Kanyakumari,Kumari Amman temple,8.1748264,77.564996,Religious & Spiritual Pilgrimages,4.6,0,Religious,25469,3.036037348,October to March,High,Kumari Amman temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.34220747,660
Himachal Pradesh,Kullu,Vaishno Devi Temple,31.9834,77.1262,Religious & Spiritual Pilgrimages,4.6,0,Religious,25461,3.035950643,October to March,High,Vaishno Devi Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342190129,661
Uttar Pradesh,Kanpur,Valmiki Ashram temple,26.5969791,80.2709045,Religious & Spiritual Pilgrimages,4.6,0,Religious,25458,3.035918128,October to March,High,Valmiki Ashram temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342183626,662
Madhya Pradesh,Jabalpur,Chausath Yogini temple,26.4368173,78.2352216,Religious & Spiritual Pilgrimages,4.6,0,Religious,25454,3.035874776,October to March,High,Chausath Yogini temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.342174955,663
Gujrat,Gandhinagar,Swaminarayan Akshardham,23.2031524,72.6589384,Religious & Spiritual Pilgrimages,4.6,0,Religious,25440,3.035723041,October to March,High,Swaminarayan Akshardham is a highly recommended religious destination with an excellent overall experience.,0.29,3.342144608,664
Maharastra,Mumbai,Gateway of India,18.9219841,72.8346543,Cultural & Heritage Sites,4.6,0,Urban,25413,3.035430411,October to March,High,Gateway of India is a highly recommended urban destination with an excellent overall experience.,0.29,3.342086082,665
Karnataka,Bangalore,Vidhana Soudha,12.93349,77.5766285,Cultural & Heritage Sites,4.6,0,Urban,25405,3.035343705,October to March,High,Vidhana Soudha is a highly recommended urban destination with an excellent overall experience.,0.29,3.342068741,666
Maharastra,Mumbai,"Jio world drive mall, BKC",19.0543152,72.8515712,"Arts, Science & Literature Attractions",4.6,0,Urban,25391,3.035191971,October to March,High,"Jio world drive mall, BKC is a highly recommended urban destination with an excellent overall experience.",0.29,3.342038394,667
Maharashtra,Nashik,Pandav Leni caves,19.9412114,73.748555,Cultural & Heritage Sites,4.6,0,Urban,25389,3.035170295,October to March,High,Pandav Leni caves is a highly recommended urban destination with an excellent overall experience.,0.29,3.342034059,668
Uttar Pradesh,Aligarh,Aligarh's clock tower,27.8955566,78.0739677,Cultural & Heritage Sites,4.2,0,Urban,23306,2.772594387,October to March,High,Aligarh's clock tower is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.342018877,669
Karnataka,Bangalore,ISKCON Temple Bangalore,12.9796121,77.5908462,Religious & Spiritual Pilgrimages,4.6,0,Religious,25374,3.035007722,October to March,High,ISKCON Temple Bangalore is a highly recommended religious destination with an excellent overall experience.,0.29,3.342001544,670
Uttar Pradesh,Allahabad,Chowk market,25.4365576,81.8342194,Shopping & Markets,4.2,0,Urban,23289,2.772410138,October to March,High,Chowk market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.341982028,671
Uttar Pradesh,Varanasi,Sunset Boat Ride on the Ganges,27.40364009,83.00912405,Sightseeing & Exploration,4.2,0,Urban,23283,2.772345109,October to March,High,Sunset Boat Ride on the Ganges is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.341969022,672
Delhi,Delhi,India Gate,28.612912,77.2295097,Cultural & Heritage Sites,4.6,0,Urban,25335,3.034585034,October to March,High,India Gate is a highly recommended urban destination with an excellent overall experience.,0.29,3.341917007,673
